index,period,org_code,attendances,breaches,performance
12098,2018-05-01,RWH,9423,1450,0.85
12102,2018-05-01,RLT,7359,543,0.93
12104,2018-05-01,RR1,21213,3870,0.82
12107,2018-05-01,RGQ,7443,717,0.9
12109,2018-05-01,RGP,5942,473,0.92
12111,2018-05-01,RNQ,7701,931,0.88
12115,2018-05-01,RC9,9241,199,0.98
12120,2018-05-01,RQ8,8952,1230,0.86
12122,2018-05-01,RD8,7465,689,0.91
12124,2018-05-01,RM1,9771,1654,0.83
12126,2018-05-01,RGN,12954,2096,0.84
12128,2018-05-01,RNS,8997,1510,0.83
12133,2018-05-01,RX1,13144,3313,0.75
12140,2018-05-01,RXK,14389,3716,0.74
12143,2018-05-01,RK5,9056,533,0.94
12145,2018-05-01,RXW,9939,3325,0.67
12150,2018-05-01,RJC,5984,372,0.94
12152,2018-05-01,RAJ,7908,440,0.94
12155,2018-05-01,RNA,9113,2141,0.77
12157,2018-05-01,RQW,8829,2139,0.76
12158,2018-05-01,RCX,5963,1036,0.83
12159,2018-05-01,RL4,11639,1133,0.9
12161,2018-05-01,RWD,12827,3573,0.72
12163,2018-05-01,RRK,10573,1637,0.85
12164,2018-05-01,RKB,12362,1847,0.85
12167,2018-05-01,RWE,18988,2436,0.87
12169,2018-05-01,RJE,16732,3676,0.78
12172,2018-05-01,RBK,6688,1423,0.79
12175,2018-05-01,RWG,8516,1723,0.8
12177,2018-05-01,RGR,5973,408,0.93
12179,2018-05-01,RWP,10780,3658,0.66
12181,2018-05-01,RLQ,5258,1275,0.76
12183,2018-05-01,REM,7904,2151,0.73
12185,2018-05-01,RCF,5356,442,0.92
12188,2018-05-01,RBS,5489,273,0.95
12189,2018-05-01,RFF,8390,585,0.93
12190,2018-05-01,RXL,7050,3184,0.55
12192,2018-05-01,RMC,9888,1811,0.82
12194,2018-05-01,RAE,10983,1630,0.85
12198,2018-05-01,RWY,13433,909,0.93
12199,2018-05-01,RLN,8431,1342,0.84
12202,2018-05-01,RJR,6534,1496,0.77
12204,2018-05-01,RXP,11536,1212,0.89
12206,2018-05-01,RP5,12085,829,0.93
12210,2018-05-01,RJN,4249,575,0.86
12212,2018-05-01,RXR,9737,2443,0.75
12215,2018-05-01,RR7,8155,676,0.92
12217,2018-05-01,RCD,4621,246,0.95
12219,2018-05-01,RWA,12020,2149,0.82
12221,2018-05-01,RXN,6428,2028,0.68
12223,2018-05-01,RR8,17750,2129,0.88
12227,2018-05-01,R0A,22478,4673,0.79
12230,2018-05-01,RBT,5727,1175,0.79
12232,2018-05-01,RXF,18685,1728,0.91
12236,2018-05-01,RNL,8364,592,0.93
12238,2018-05-01,RVW,3806,343,0.91
12242,2018-05-01,RJL,12324,1447,0.88
12243,2018-05-01,RTF,8967,254,0.97
12247,2018-05-01,RW6,23541,3298,0.86
12251,2018-05-01,RQ6,8323,2355,0.72
12254,2018-05-01,RM3,8843,895,0.9
12257,2018-05-01,RCU,5072,89,0.98
12259,2018-05-01,RHQ,9527,2091,0.78
12263,2018-05-01,RTR,11631,300,0.97
12265,2018-05-01,RE9,5769,300,0.95
12267,2018-05-01,RVY,7058,1162,0.84
12269,2018-05-01,RBN,10066,2834,0.72
12270,2018-05-01,RWJ,7626,957,0.87
12272,2018-05-01,RMP,7497,622,0.92
12274,2018-05-01,RTD,10564,796,0.92
12277,2018-05-01,RFR,8862,901,0.9
12279,2018-05-01,RTX,8469,915,0.89
12282,2018-05-01,RWW,6912,1054,0.85
12285,2018-05-01,RBL,8087,1871,0.77
12288,2018-05-01,RRF,7439,467,0.94
12290,2018-05-01,RCB,10266,1721,0.83
12292,2018-05-01,RTK,8705,1122,0.87
12298,2018-05-01,RXH,13461,2198,0.84
12301,2018-05-01,RXQ,6897,1382,0.8
12304,2018-05-01,RN7,9470,1213,0.87
12307,2018-05-01,RVV,14627,3588,0.75
12309,2018-05-01,RXC,10754,795,0.93
12313,2018-05-01,RDU,21112,2532,0.88
12314,2018-05-01,RN5,10053,1549,0.85
12318,2018-05-01,R1F,4269,529,0.88
12321,2018-05-01,RWF,13537,1256,0.91
12323,2018-05-01,RPA,8399,2143,0.74
12326,2018-05-01,RTH,11890,1580,0.87
12329,2018-05-01,RHU,10312,2350,0.77
12333,2018-05-01,RHW,9346,426,0.95
12336,2018-05-01,RA2,6547,487,0.93
12341,2018-05-01,RTP,8252,188,0.98
12344,2018-05-01,RHM,9063,1642,0.82
12347,2018-05-01,RYR,12542,483,0.96
12352,2018-05-01,RBD,4159,230,0.94
12356,2018-05-01,RTE,12961,1091,0.92
12357,2018-05-01,RN3,7039,680,0.9
12359,2018-05-01,RVJ,7998,883,0.89
12360,2018-05-01,RBZ,4046,613,0.85
12364,2018-05-01,RD3,6053,972,0.84
12366,2018-05-01,REF,6660,596,0.91
12368,2018-05-01,RH8,8100,1091,0.87
12370,2018-05-01,RD1,6311,929,0.85
12372,2018-05-01,RNZ,4334,402,0.91
12377,2018-05-01,RBA,6620,641,0.9
12379,2018-05-01,RDZ,7019,561,0.92
12382,2018-05-01,RA9,6434,1294,0.8
12384,2018-05-01,RA7,9933,1020,0.9
12386,2018-05-01,RK9,9024,1928,0.79
12390,2018-05-01,RA3,4390,348,0.92
12393,2018-05-01,RA4,4840,59,0.99
12394,2018-04-01,RF4,20369,4970,0.76
12397,2018-04-01,R1H,26727,5508,0.79
12403,2018-04-01,RQM,17309,1204,0.93
12405,2018-04-01,RJ6,6607,1920,0.71
12408,2018-04-01,RVR,12017,945,0.92
12411,2018-04-01,RJ1,12877,2253,0.83
12415,2018-04-01,RQX,10520,597,0.94
12417,2018-04-01,RYJ,9645,3431,0.64
12420,2018-04-01,RJZ,15414,4530,0.71
12423,2018-04-01,RAX,8854,1103,0.88
12425,2018-04-01,RJ2,12477,2690,0.78
12427,2018-04-01,R1K,11537,3087,0.73
12431,2018-04-01,RAP,8138,2220,0.73
12434,2018-04-01,RAL,18962,2697,0.86
12437,2018-04-01,RJ7,12626,1627,0.87
12440,2018-04-01,RAS,5287,2511,0.53
12446,2018-04-01,RRV,11202,1845,0.84
12448,2018-04-01,RKE,8646,1183,0.86
12451,2018-04-01,RDD,12239,1504,0.88
12452,2018-04-01,RC1,6419,545,0.92
12455,2018-04-01,RQ3,4607,182,0.96
12456,2018-04-01,RJF,5453,499,0.91
12458,2018-04-01,RGT,9315,1303,0.86
12460,2018-04-01,RFS,5433,297,0.95
12463,2018-04-01,RDE,7942,523,0.93
12466,2018-04-01,RTG,10905,1903,0.83
12470,2018-04-01,RWH,8900,1868,0.79
12474,2018-04-01,RLT,6857,1182,0.83
12476,2018-04-01,RR1,19105,4073,0.79
12479,2018-04-01,RGQ,6901,919,0.87
12481,2018-04-01,RGP,5362,816,0.85
12483,2018-04-01,RNQ,7222,1312,0.82
12487,2018-04-01,RC9,8148,167,0.98
12492,2018-04-01,RQ8,8280,1266,0.85
12494,2018-04-01,RD8,7244,474,0.93
12496,2018-04-01,RM1,8668,1912,0.78
12498,2018-04-01,RGN,11573,2179,0.81
12500,2018-04-01,RNS,7991,1114,0.86
12504,2018-04-01,RX1,11825,3407,0.71
12511,2018-04-01,RXK,12994,2730,0.79
12514,2018-04-01,RK5,8188,898,0.89
12516,2018-04-01,RXW,8704,2639,0.7
12521,2018-04-01,RJC,5463,585,0.89
12523,2018-04-01,RAJ,7003,830,0.88
12526,2018-04-01,RNA,8259,1892,0.77
12528,2018-04-01,RQW,8193,2157,0.74
12529,2018-04-01,RCX,5351,1001,0.81
12530,2018-04-01,RL4,10709,1704,0.84
12532,2018-04-01,RWD,12165,3948,0.68
12534,2018-04-01,RRK,9831,1759,0.82
12535,2018-04-01,RKB,11581,2853,0.75
12538,2018-04-01,RWE,17840,4615,0.74
12540,2018-04-01,RJE,14076,3933,0.72
12543,2018-04-01,RBK,6193,1640,0.74
12546,2018-04-01,RWG,7787,1404,0.82
12548,2018-04-01,RGR,5596,896,0.84
12550,2018-04-01,RWP,10121,3810,0.62
12552,2018-04-01,RLQ,4802,957,0.8
12554,2018-04-01,REM,7240,2116,0.71
12556,2018-04-01,RCF,4681,420,0.91
12559,2018-04-01,RBS,4938,234,0.95
12561,2018-04-01,RFF,7656,745,0.9
12562,2018-04-01,RXL,6192,2715,0.56
12564,2018-04-01,RMC,8813,1690,0.81
12566,2018-04-01,RAE,9992,1773,0.82
12570,2018-04-01,RWY,11892,1009,0.92
12571,2018-04-01,RLN,8135,1531,0.81
12574,2018-04-01,RJR,6015,1259,0.79
12576,2018-04-01,RXP,10773,1799,0.83
12578,2018-04-01,RP5,11352,1105,0.9
12582,2018-04-01,RJN,3820,534,0.86
12584,2018-04-01,RXR,8691,2633,0.7
12587,2018-04-01,RR7,7567,426,0.94
12590,2018-04-01,RCD,4150,275,0.93
12593,2018-04-01,RWA,11154,1895,0.83
12595,2018-04-01,RXN,5981,2292,0.62
12597,2018-04-01,RR8,16021,3629,0.77
12601,2018-04-01,R0A,20433,3712,0.82
12604,2018-04-01,RBT,5286,1235,0.77
12606,2018-04-01,RXF,17349,2160,0.88
12610,2018-04-01,RNL,7700,1279,0.83
12612,2018-04-01,RVW,3693,306,0.92
12616,2018-04-01,RJL,11418,1680,0.85
12617,2018-04-01,RTF,8322,176,0.98
12621,2018-04-01,RW6,21486,3683,0.83
12625,2018-04-01,RQ6,7638,2148,0.72
12628,2018-04-01,RM3,8069,1530,0.81
12630,2018-04-01,RCU,4428,103,0.98
12632,2018-04-01,RHQ,8847,2617,0.7
12636,2018-04-01,RTR,10787,590,0.95
12638,2018-04-01,RE9,5357,401,0.93
12640,2018-04-01,RVY,6556,1400,0.79
12642,2018-04-01,RBN,9118,2530,0.72
12643,2018-04-01,RWJ,6906,1453,0.79
12645,2018-04-01,RMP,6896,1316,0.81
12647,2018-04-01,RTD,9633,855,0.91
12650,2018-04-01,RFR,8194,1350,0.84
12652,2018-04-01,RTX,7472,1376,0.82
12655,2018-04-01,RWW,6310,1455,0.77
12658,2018-04-01,RBL,7279,2048,0.72
12662,2018-04-01,RRF,6839,1972,0.71
12664,2018-04-01,RCB,9253,2387,0.74
12666,2018-04-01,RTK,8084,1334,0.83
12672,2018-04-01,RXH,12736,2279,0.82
12675,2018-04-01,RXQ,6523,1684,0.74
12678,2018-04-01,RN7,8874,985,0.89
12681,2018-04-01,RVV,13692,4012,0.71
12683,2018-04-01,RXC,9845,1068,0.89
12687,2018-04-01,RDU,19437,2401,0.88
12688,2018-04-01,RN5,8887,1033,0.88
12692,2018-04-01,R1F,3732,679,0.82
12695,2018-04-01,RWF,12049,1013,0.92
12697,2018-04-01,RPA,7796,2247,0.71
12700,2018-04-01,RTH,10416,1661,0.84
12703,2018-04-01,RHU,9267,1863,0.8
12707,2018-04-01,RHW,8870,712,0.92
12710,2018-04-01,RA2,5926,831,0.86
12715,2018-04-01,RTP,8320,378,0.95
12717,2018-04-01,RHM,8385,1370,0.84
12720,2018-04-01,RYR,11773,731,0.94
12725,2018-04-01,RBD,3695,99,0.97
12729,2018-04-01,RTE,11637,933,0.92
12730,2018-04-01,RN3,6536,971,0.85
12732,2018-04-01,RVJ,7429,1261,0.83
12733,2018-04-01,RBZ,3814,724,0.81
12736,2018-04-01,RD3,5526,1074,0.81
12738,2018-04-01,REF,6014,355,0.94
12740,2018-04-01,RH8,7396,666,0.91
12742,2018-04-01,RD1,6176,1375,0.78
12744,2018-04-01,RNZ,3887,290,0.93
12749,2018-04-01,RBA,6150,695,0.89
12751,2018-04-01,RDZ,6513,653,0.9
12754,2018-04-01,RA9,6124,1122,0.82
12756,2018-04-01,RA7,9569,1748,0.82
12758,2018-04-01,RK9,8266,2322,0.72
12762,2018-04-01,RA3,3825,476,0.88
12765,2018-04-01,RA4,4388,82,0.98
