index,period,org_code,attendances,breaches,performance
1521,2016-11-01,RCX,4913,467,0.9
1522,2016-11-01,RL4,10573,1460,0.86
1524,2016-11-01,RWD,12422,2162,0.83
1525,2016-11-01,RRK,9422,1759,0.81
1526,2016-11-01,RKB,12101,2976,0.75
1529,2016-11-01,RWE,12570,4447,0.65
1532,2016-11-01,RJE,14356,4635,0.68
1535,2016-11-01,RBK,6175,1843,0.7
1538,2016-11-01,RWG,7880,1841,0.77
1540,2016-11-01,RGR,5358,830,0.85
1541,2016-11-01,RWP,9563,3122,0.67
1544,2016-11-01,RLQ,4398,994,0.77
1546,2016-11-01,REM,6607,2446,0.63
1548,2016-11-01,RCF,4585,421,0.91
1549,2016-11-01,RBS,5228,420,0.92
1550,2016-11-01,RFF,6788,832,0.88
1551,2016-11-01,RXL,6752,1687,0.75
1553,2016-11-01,RMC,9209,1889,0.79
1554,2016-11-01,RAE,11184,1668,0.85
1557,2016-11-01,RWY,12238,732,0.94
1559,2016-11-01,RW3,12637,2357,0.81
1562,2016-11-01,RLN,7810,638,0.92
1565,2016-11-01,RJR,5662,730,0.87
1567,2016-11-01,RXP,10727,1865,0.83
1570,2016-11-01,RP5,10868,1247,0.89
1572,2016-11-01,RJN,3976,763,0.81
1574,2016-11-01,RXR,8965,2636,0.71
1577,2016-11-01,RR7,7180,498,0.93
1579,2016-11-01,RCD,3959,295,0.93
1581,2016-11-01,RWA,10758,2303,0.79
1584,2016-11-01,RXN,7255,1880,0.74
1587,2016-11-01,RR8,17848,3721,0.79
1593,2016-11-01,RBT,4886,443,0.91
1595,2016-11-01,RXF,19295,4303,0.78
1596,2016-11-01,RNL,7325,1038,0.86
1597,2016-11-01,RVW,5748,327,0.94
1601,2016-11-01,RJL,10617,1916,0.82
1603,2016-11-01,RTF,13756,908,0.93
1605,2016-11-01,RW6,22461,5318,0.76
1608,2016-11-01,RQ6,7498,2383,0.68
1611,2016-11-01,RM3,8564,1696,0.8
1612,2016-11-01,RCU,5089,196,0.96
1613,2016-11-01,RHQ,9067,2265,0.75
1616,2016-11-01,RTR,10066,705,0.93
1618,2016-11-01,RE9,4827,432,0.91
1620,2016-11-01,RVY,6163,685,0.89
1622,2016-11-01,RBN,8559,2225,0.74
1624,2016-11-01,RWJ,7749,1638,0.79
1625,2016-11-01,RMP,7029,943,0.87
1626,2016-11-01,RTD,10653,1154,0.89
1629,2016-11-01,RM2,8131,1066,0.87
1630,2016-11-01,RTX,6951,1307,0.81
1632,2016-11-01,RWW,6560,834,0.87
1635,2016-11-01,RBL,7840,1179,0.85
1638,2016-11-01,RRF,7235,1192,0.84
1639,2016-11-01,RCB,8771,2708,0.69
1641,2016-11-01,RTK,8510,1081,0.87
1647,2016-11-01,RXH,12494,2432,0.81
1650,2016-11-01,RXQ,6957,1376,0.8
1656,2016-11-01,RN7,8490,971,0.89
1658,2016-11-01,RBD,3459,145,0.96
1660,2016-11-01,RVV,12064,4115,0.66
1662,2016-11-01,RXC,8989,1583,0.82
1664,2016-11-01,RDU,19752,1722,0.91
1666,2016-11-01,RTE,11045,1478,0.87
1667,2016-11-01,RN3,6815,1924,0.72
1669,2016-11-01,RN5,8991,1042,0.88
1672,2016-11-01,R1F,3008,705,0.77
1676,2016-11-01,RWF,11651,1793,0.85
1678,2016-11-01,RPA,9429,2167,0.77
1679,2016-11-01,RVJ,6748,1301,0.81
1680,2016-11-01,RBZ,3452,404,0.88
1684,2016-11-01,RTH,10867,725,0.93
1687,2016-11-01,RK9,8249,1381,0.83
1689,2016-11-01,RD3,5397,463,0.91
1691,2016-11-01,RHU,9273,2900,0.69
1695,2016-11-01,RHW,9249,701,0.92
1697,2016-11-01,REF,5464,1257,0.77
1699,2016-11-01,RH8,8143,560,0.93
1701,2016-11-01,RA2,5747,686,0.88
1702,2016-11-01,RD1,5888,1268,0.78
1704,2016-11-01,RNZ,3731,420,0.89
1712,2016-11-01,RTP,8077,396,0.95
1714,2016-11-01,RBA,5141,332,0.94
1716,2016-11-01,RDZ,6025,312,0.95
1718,2016-11-01,RA9,5764,695,0.88
1720,2016-11-01,RHM,8429,1365,0.84
1722,2016-11-01,RA7,9625,2445,0.75
1724,2016-11-01,RYR,11063,671,0.94
1726,2016-11-01,RA3,4170,1004,0.76
1731,2016-11-01,RA4,3821,178,0.95
1732,2016-10-01,RF4,20513,2797,0.86
1735,2016-10-01,R1H,29209,5025,0.83
1740,2016-10-01,RQM,16564,2061,0.88
1742,2016-10-01,RJ6,6328,1239,0.8
1746,2016-10-01,RVR,12270,327,0.97
1748,2016-10-01,RJ1,12482,2152,0.83
1752,2016-10-01,RQX,10183,679,0.93
1754,2016-10-01,RYJ,9713,2905,0.7
1757,2016-10-01,RJZ,16936,4252,0.75
1760,2016-10-01,RAX,9267,1068,0.88
1762,2016-10-01,RJ2,17756,3669,0.79
1764,2016-10-01,R1K,11857,3752,0.68
1768,2016-10-01,RAP,14014,1729,0.88
1772,2016-10-01,RAL,18804,3222,0.83
1775,2016-10-01,RJ7,13155,989,0.92
1778,2016-10-01,RAS,5405,2341,0.57
1782,2016-10-01,RKE,8253,979,0.88
1783,2016-10-01,RRV,11861,1592,0.87
1787,2016-10-01,RDD,11582,1334,0.88
1788,2016-10-01,RC1,6193,778,0.87
1790,2016-10-01,RQ3,5289,347,0.93
1791,2016-10-01,RJF,5341,834,0.84
1793,2016-10-01,RGT,9708,2324,0.76
1795,2016-10-01,RFS,6690,551,0.92
1797,2016-10-01,RDE,7639,1092,0.86
1800,2016-10-01,RTG,11761,1650,0.86
1804,2016-10-01,RWH,9198,1623,0.82
1808,2016-10-01,RLT,6597,927,0.86
1811,2016-10-01,RR1,19404,3149,0.84
1814,2016-10-01,RQQ,4004,762,0.81
1815,2016-10-01,RGQ,7353,491,0.93
1817,2016-10-01,RGP,6224,884,0.86
1819,2016-10-01,RNQ,7404,895,0.88
1823,2016-10-01,RC9,8723,137,0.98
1828,2016-10-01,RQ8,7959,1600,0.8
1830,2016-10-01,RD8,7330,1062,0.86
1832,2016-10-01,RM1,9976,1464,0.85
1835,2016-10-01,RGN,8055,1612,0.8
1837,2016-10-01,RNS,9211,1548,0.83
1841,2016-10-01,RX1,15410,3523,0.77
1848,2016-10-01,RXK,14272,2663,0.81
1851,2016-10-01,RK5,8612,473,0.95
1853,2016-10-01,RXW,10400,2630,0.75
1858,2016-10-01,RJC,5582,253,0.95
1860,2016-10-01,RAJ,8472,1977,0.77
1862,2016-10-01,RNA,8907,686,0.92
1864,2016-10-01,RQW,8666,1973,0.77
1866,2016-10-01,RCX,5455,578,0.89
1867,2016-10-01,RL4,11108,1468,0.87
1869,2016-10-01,RWD,12969,2416,0.81
1870,2016-10-01,RRK,10075,2013,0.8
1871,2016-10-01,RKB,12315,2369,0.81
1874,2016-10-01,RWE,12514,4333,0.65
1877,2016-10-01,RJE,15000,4731,0.68
1880,2016-10-01,RBK,6388,1921,0.7
1883,2016-10-01,RWG,7949,2097,0.74
1885,2016-10-01,RGR,5814,806,0.86
1886,2016-10-01,RWP,10269,3029,0.71
1889,2016-10-01,RLQ,4504,984,0.78
1891,2016-10-01,REM,7184,2135,0.7
1893,2016-10-01,RCF,4852,477,0.9
1894,2016-10-01,RBS,5259,259,0.95
1895,2016-10-01,RFF,7097,484,0.93
1896,2016-10-01,RXL,7794,1971,0.75
1898,2016-10-01,RMC,9655,1782,0.82
1899,2016-10-01,RAE,11514,1722,0.85
1902,2016-10-01,RWY,12915,664,0.95
1904,2016-10-01,RW3,13359,2120,0.84
1907,2016-10-01,RLN,8078,839,0.9
1910,2016-10-01,RJR,6394,1384,0.78
1912,2016-10-01,RXP,11166,1353,0.88
1915,2016-10-01,RP5,11372,999,0.91
1917,2016-10-01,RJN,4234,805,0.81
1919,2016-10-01,RXR,9761,2072,0.79
1922,2016-10-01,RR7,7614,460,0.94
1924,2016-10-01,RCD,3968,237,0.94
1926,2016-10-01,RWA,11219,2584,0.77
1929,2016-10-01,RXN,7676,2050,0.73
1932,2016-10-01,RR8,18780,3012,0.84
1938,2016-10-01,RBT,5492,813,0.85
1940,2016-10-01,RXF,20172,3934,0.8
1941,2016-10-01,RNL,8173,964,0.88
1942,2016-10-01,RVW,5894,273,0.95
1946,2016-10-01,RJL,11530,1484,0.87
1948,2016-10-01,RTF,14484,1083,0.93
1950,2016-10-01,RW6,22954,4862,0.79
1953,2016-10-01,RQ6,8167,2252,0.72
1956,2016-10-01,RM3,8922,1102,0.88
1957,2016-10-01,RCU,5003,138,0.97
1958,2016-10-01,RHQ,9983,2623,0.74
1961,2016-10-01,RTR,10797,796,0.93
1963,2016-10-01,RE9,5131,414,0.92
1965,2016-10-01,RVY,6715,931,0.86
1967,2016-10-01,RBN,8845,2268,0.74
1969,2016-10-01,RWJ,8186,1832,0.78
1970,2016-10-01,RMP,7394,1176,0.84
1971,2016-10-01,RTD,11357,746,0.93
1974,2016-10-01,RFR,6606,979,0.85
1975,2016-10-01,RM2,8437,872,0.9
1976,2016-10-01,RTX,7663,1170,0.85
1978,2016-10-01,RWW,6918,836,0.88
1981,2016-10-01,RBL,8007,1152,0.86
1984,2016-10-01,RRF,7896,1224,0.84
1985,2016-10-01,RCB,9370,2374,0.75
1987,2016-10-01,RTK,8769,987,0.89
1993,2016-10-01,RXH,13053,2444,0.81
1996,2016-10-01,RXQ,7163,1171,0.84
2002,2016-10-01,RN7,8670,1416,0.84
2004,2016-10-01,RBD,3763,251,0.93
2006,2016-10-01,RVV,12700,3703,0.71
2008,2016-10-01,RXC,9396,2063,0.78
2009,2016-10-01,RDU,20345,1047,0.95
2011,2016-10-01,RTE,11697,1633,0.86
2012,2016-10-01,RN3,7240,1822,0.75
2014,2016-10-01,RN5,9278,863,0.91
2017,2016-10-01,R1F,3400,819,0.76
2021,2016-10-01,RWF,12047,1534,0.87
2023,2016-10-01,RPA,9656,1949,0.8
2024,2016-10-01,RVJ,7515,1761,0.77
2025,2016-10-01,RBZ,3915,509,0.87
2029,2016-10-01,RTH,11639,3469,0.7
2032,2016-10-01,RK9,8475,1074,0.87
2034,2016-10-01,RD3,5627,649,0.88
2035,2016-10-01,RHU,9512,2923,0.69
2039,2016-10-01,RHW,9255,721,0.92
2041,2016-10-01,REF,5975,1735,0.71
2043,2016-10-01,RH8,8612,795,0.91
2045,2016-10-01,RA2,5934,810,0.86
2046,2016-10-01,RD1,6160,610,0.9
2048,2016-10-01,RNZ,4028,326,0.92
2055,2016-10-01,RTP,8347,386,0.95
2057,2016-10-01,RBA,5506,537,0.9
2059,2016-10-01,RDZ,6452,360,0.94
2061,2016-10-01,RA9,6153,408,0.93
2063,2016-10-01,RHM,8654,1130,0.87
2065,2016-10-01,RA7,9378,1888,0.8
2067,2016-10-01,RYR,11761,822,0.93
2069,2016-10-01,RA3,4636,1331,0.71
2074,2016-10-01,RA4,3981,186,0.95
2075,2016-09-01,RF4,19435,2141,0.89
2078,2016-09-01,R1H,28857,3879,0.87
2083,2016-09-01,RQM,15918,1388,0.91
2085,2016-09-01,RJ6,5885,911,0.85
2089,2016-09-01,RVR,12184,353,0.97
2091,2016-09-01,RJ1,12240,1745,0.86
2095,2016-09-01,RQX,10089,542,0.95
2097,2016-09-01,RYJ,9515,2595,0.73
2100,2016-09-01,RJZ,16771,4042,0.76
2103,2016-09-01,RAX,8796,759,0.91
2105,2016-09-01,RJ2,17094,2873,0.83
2107,2016-09-01,R1K,11733,3227,0.72
2111,2016-09-01,RAP,13251,1633,0.88
2115,2016-09-01,RAL,18436,2626,0.86
2118,2016-09-01,RJ7,12699,1107,0.91
2121,2016-09-01,RAS,5222,1950,0.63
2125,2016-09-01,RKE,8020,531,0.93
2126,2016-09-01,RRV,11401,1492,0.87
2130,2016-09-01,RDD,11182,1080,0.9
2131,2016-09-01,RC1,6068,568,0.91
2133,2016-09-01,RQ3,4740,201,0.96
2134,2016-09-01,RJF,5287,784,0.85
2136,2016-09-01,RGT,9345,2677,0.71
2138,2016-09-01,RFS,6537,565,0.91
2140,2016-09-01,RDE,7386,413,0.94
2143,2016-09-01,RTG,11344,1957,0.83
2147,2016-09-01,RWH,8891,2291,0.74
2151,2016-09-01,RLT,6363,584,0.91
2155,2016-09-01,RR1,18682,2905,0.84
2158,2016-09-01,RQQ,3997,814,0.8
2159,2016-09-01,RGQ,7508,782,0.9
2161,2016-09-01,RGP,6446,759,0.88
2162,2016-09-01,RNQ,7205,662,0.91
2166,2016-09-01,RC9,8298,102,0.99
2171,2016-09-01,RQ8,7926,1277,0.84
2173,2016-09-01,RD8,7178,671,0.91
2175,2016-09-01,RM1,9787,951,0.9
2178,2016-09-01,RGN,7872,1201,0.85
2180,2016-09-01,RNS,8948,1069,0.88
2184,2016-09-01,RX1,14328,3001,0.79
2191,2016-09-01,RXK,14180,2020,0.86
2194,2016-09-01,RK5,9138,604,0.93
2196,2016-09-01,RXW,10012,2131,0.79
2202,2016-09-01,RJC,5230,279,0.95
2204,2016-09-01,RAJ,8485,1661,0.8
2206,2016-09-01,RNA,8612,677,0.92
2208,2016-09-01,RQW,8196,2258,0.72
2210,2016-09-01,RCX,5325,191,0.96
2211,2016-09-01,RL4,10999,1123,0.9
2213,2016-09-01,RWD,12673,2737,0.78
2214,2016-09-01,RRK,9578,1751,0.82
2215,2016-09-01,RKB,11266,1502,0.87
2218,2016-09-01,RWE,12668,3818,0.7
2221,2016-09-01,RJE,14011,3986,0.72
2224,2016-09-01,RBK,6159,1312,0.79
2227,2016-09-01,RWG,7677,1723,0.78
2229,2016-09-01,RGR,5717,674,0.88
2230,2016-09-01,RWP,9872,2721,0.72
2233,2016-09-01,RLQ,4570,1078,0.76
2235,2016-09-01,REM,6937,2128,0.69
2237,2016-09-01,RCF,4723,409,0.91
2238,2016-09-01,RBS,4625,173,0.96
2239,2016-09-01,RFF,6962,369,0.95
2240,2016-09-01,RXL,7332,1769,0.76
2242,2016-09-01,RMC,9293,1201,0.87
2243,2016-09-01,RAE,11070,1308,0.88
2246,2016-09-01,RWY,12911,725,0.94
2248,2016-09-01,RW3,12756,1928,0.85
2251,2016-09-01,RLN,7076,708,0.9
2254,2016-09-01,RJR,6246,766,0.88
2256,2016-09-01,RXP,10859,1077,0.9
2259,2016-09-01,RP5,11409,840,0.93
2261,2016-09-01,RJN,4140,680,0.84
2263,2016-09-01,RXR,9259,2181,0.76
2266,2016-09-01,RR7,7239,315,0.96
2268,2016-09-01,RCD,4015,185,0.95
2270,2016-09-01,RWA,11011,1635,0.85
2273,2016-09-01,RXN,7527,1119,0.85
2276,2016-09-01,RR8,17863,2024,0.89
2282,2016-09-01,RBT,5235,571,0.89
2284,2016-09-01,RXF,19679,3083,0.84
2285,2016-09-01,RNL,7804,887,0.89
2286,2016-09-01,RVW,6016,386,0.94
2290,2016-09-01,RJL,11207,981,0.91
2292,2016-09-01,RTF,14706,738,0.95
2294,2016-09-01,RW6,22098,3871,0.82
2297,2016-09-01,RQ6,7619,2113,0.72
2300,2016-09-01,RM3,8252,661,0.92
2301,2016-09-01,RCU,4482,70,0.98
2302,2016-09-01,RHQ,9270,1298,0.86
2305,2016-09-01,RTR,10703,571,0.95
2307,2016-09-01,RE9,4952,403,0.92
2309,2016-09-01,RVY,6436,953,0.85
2311,2016-09-01,RBN,8493,1728,0.8
2313,2016-09-01,RWJ,8008,2309,0.71
2314,2016-09-01,RMP,7110,1224,0.83
2315,2016-09-01,RTD,10138,536,0.95
2318,2016-09-01,RFR,6439,466,0.93
2319,2016-09-01,RM2,8183,426,0.95
2320,2016-09-01,RTX,7384,1556,0.79
2322,2016-09-01,RWW,6729,533,0.92
2325,2016-09-01,RBL,7832,1108,0.86
2328,2016-09-01,RRF,7256,584,0.92
2329,2016-09-01,RCB,9121,1451,0.84
2331,2016-09-01,RTK,8165,940,0.88
2336,2016-09-01,RXH,12501,2216,0.82
2339,2016-09-01,RXQ,6932,932,0.87
2345,2016-09-01,RN7,8390,768,0.91
2347,2016-09-01,RBD,3686,260,0.93
2349,2016-09-01,RVV,12873,2811,0.78
2351,2016-09-01,RXC,9470,1846,0.81
2352,2016-09-01,RDU,19981,829,0.96
2354,2016-09-01,RTE,11303,1250,0.89
2355,2016-09-01,RN3,6865,1245,0.82
2357,2016-09-01,RN5,9023,1026,0.89
2360,2016-09-01,R1F,3634,743,0.8
2364,2016-09-01,RWF,11939,1499,0.87
2366,2016-09-01,RPA,9699,1830,0.81
2367,2016-09-01,RVJ,7329,1194,0.84
2368,2016-09-01,RBZ,3705,417,0.89
2372,2016-09-01,RTH,10914,2169,0.8
2375,2016-09-01,RK9,8166,1321,0.84
2377,2016-09-01,RD3,5527,500,0.91
2378,2016-09-01,RHU,9274,2382,0.74
2382,2016-09-01,RHW,9120,1007,0.89
2384,2016-09-01,REF,5984,1436,0.76
2386,2016-09-01,RH8,8358,950,0.89
2387,2016-09-01,RA2,5956,1043,0.82
2388,2016-09-01,RD1,6069,821,0.86
2390,2016-09-01,RNZ,4008,311,0.92
2397,2016-09-01,RTP,7950,283,0.96
2399,2016-09-01,RBA,5589,670,0.88
2401,2016-09-01,RDZ,6352,427,0.93
2403,2016-09-01,RA9,6142,698,0.89
2405,2016-09-01,RHM,8147,563,0.93
2407,2016-09-01,RA7,8753,1334,0.85
2409,2016-09-01,RYR,11753,523,0.96
2411,2016-09-01,RA3,4617,957,0.79
2416,2016-09-01,RA4,3767,236,0.94
2417,2016-08-01,RF4,18825,1724,0.91
2420,2016-08-01,R1H,27117,3889,0.86
2425,2016-08-01,RQM,15084,1110,0.93
2427,2016-08-01,RJ6,5617,597,0.89
2431,2016-08-01,RVR,11602,457,0.96
2433,2016-08-01,RJ1,11956,1685,0.86
2437,2016-08-01,RQX,9684,339,0.96
2439,2016-08-01,RYJ,9228,2037,0.78
2442,2016-08-01,RJZ,16316,2572,0.84
2445,2016-08-01,RAX,8210,799,0.9
2447,2016-08-01,RJ2,16375,2918,0.82
2449,2016-08-01,R1K,11421,2179,0.81
2453,2016-08-01,RAP,12147,911,0.93
2458,2016-08-01,RAL,17629,2066,0.88
2461,2016-08-01,RJ7,12469,1003,0.92
2464,2016-08-01,RAS,4913,2041,0.58
2468,2016-08-01,RKE,7513,545,0.93
2469,2016-08-01,RRV,11302,1066,0.91
2473,2016-08-01,RDD,10678,1272,0.88
2474,2016-08-01,RC1,5864,508,0.91
2477,2016-08-01,RQ3,3823,16,1
2478,2016-08-01,RJF,5376,1220,0.77
2480,2016-08-01,RGT,9040,1558,0.83
2482,2016-08-01,RFS,6673,896,0.87
2484,2016-08-01,RDE,7171,1322,0.82
2487,2016-08-01,RTG,10971,1313,0.88
2491,2016-08-01,RWH,8540,2243,0.74
2495,2016-08-01,RLT,6056,278,0.95
2499,2016-08-01,RR1,18017,1688,0.91
2502,2016-08-01,RQQ,3875,677,0.83
2503,2016-08-01,RGQ,7442,667,0.91
2505,2016-08-01,RGP,6789,718,0.89
2506,2016-08-01,RNQ,7365,951,0.87
2510,2016-08-01,RC9,7933,96,0.99
2515,2016-08-01,RQ8,7648,1537,0.8
2517,2016-08-01,RD8,7055,1022,0.86
2519,2016-08-01,RM1,10060,1296,0.87
2522,2016-08-01,RGN,7835,941,0.88
2524,2016-08-01,RNS,8553,697,0.92
2528,2016-08-01,RX1,13915,4788,0.66
2535,2016-08-01,RXK,13315,1853,0.86
2538,2016-08-01,RK5,8894,482,0.95
2540,2016-08-01,RXW,10201,2113,0.79
2546,2016-08-01,RJC,5056,189,0.96
2548,2016-08-01,RAJ,8525,1162,0.86
2550,2016-08-01,RNA,8575,603,0.93
2552,2016-08-01,RQW,8144,1970,0.76
2554,2016-08-01,RCX,5455,270,0.95
2555,2016-08-01,RL4,10700,1768,0.83
2557,2016-08-01,RWD,13375,2969,0.78
2558,2016-08-01,RRK,9584,1771,0.82
2559,2016-08-01,RKB,10892,1546,0.86
2562,2016-08-01,RWE,12098,3716,0.69
2565,2016-08-01,RJE,14568,3214,0.78
2568,2016-08-01,RBK,5747,1223,0.79
2571,2016-08-01,RWG,7363,1672,0.77
2573,2016-08-01,RGR,5712,652,0.89
2575,2016-08-01,RWP,10161,2581,0.75
2578,2016-08-01,RLQ,4612,1234,0.73
2580,2016-08-01,REM,7126,2169,0.7
2582,2016-08-01,RCF,4765,533,0.89
2583,2016-08-01,RBS,3795,62,0.98
2584,2016-08-01,RFF,6816,319,0.95
2585,2016-08-01,RXL,7524,1377,0.82
2587,2016-08-01,RMC,9265,1287,0.86
2588,2016-08-01,RAE,10849,1075,0.9
2591,2016-08-01,RWY,12155,653,0.95
2593,2016-08-01,RW3,11714,1487,0.87
2596,2016-08-01,RLN,6604,681,0.9
2599,2016-08-01,RJR,6034,627,0.9
2601,2016-08-01,RXP,10674,982,0.91
2604,2016-08-01,RP5,11447,1144,0.9
2606,2016-08-01,RJN,4081,748,0.82
2608,2016-08-01,RXR,9046,2793,0.69
2611,2016-08-01,RR7,7003,258,0.96
2613,2016-08-01,RCD,4013,250,0.94
2615,2016-08-01,RWA,10814,1620,0.85
2618,2016-08-01,RXN,7505,1708,0.77
2621,2016-08-01,RR8,17006,1615,0.91
2627,2016-08-01,RBT,5238,501,0.9
2629,2016-08-01,RXF,19201,3117,0.84
2630,2016-08-01,RNL,7823,778,0.9
2631,2016-08-01,RVW,5657,242,0.96
2635,2016-08-01,RJL,11295,1250,0.89
2637,2016-08-01,RTF,14638,829,0.94
2639,2016-08-01,RW6,21117,3132,0.85
2642,2016-08-01,RQ6,7910,1818,0.77
2645,2016-08-01,RM3,8149,808,0.9
2646,2016-08-01,RCU,3464,59,0.98
2647,2016-08-01,RHQ,9191,945,0.9
2650,2016-08-01,RTR,10727,428,0.96
2652,2016-08-01,RE9,4914,466,0.91
2654,2016-08-01,RVY,5957,643,0.89
2656,2016-08-01,RBN,8359,2015,0.76
2658,2016-08-01,RWJ,7766,1778,0.77
2659,2016-08-01,RMP,6799,646,0.9
2660,2016-08-01,RTD,9540,503,0.95
2663,2016-08-01,RFR,6316,313,0.95
2664,2016-08-01,RM2,8083,728,0.91
2665,2016-08-01,RTX,7629,1515,0.8
2667,2016-08-01,RWW,6847,732,0.89
2670,2016-08-01,RBL,7919,1093,0.86
2673,2016-08-01,RRF,7353,585,0.92
2674,2016-08-01,RCB,9180,1600,0.83
2676,2016-08-01,RTK,7974,923,0.88
2681,2016-08-01,RXH,12532,2579,0.79
2684,2016-08-01,RXQ,6649,850,0.87
2690,2016-08-01,RN7,8260,1136,0.86
2692,2016-08-01,RBD,4047,490,0.88
2694,2016-08-01,RVV,12876,3155,0.75
2696,2016-08-01,RXC,9711,1994,0.79
2697,2016-08-01,RDU,19460,2230,0.89
2699,2016-08-01,RTE,11335,1059,0.91
2700,2016-08-01,RN3,6546,1192,0.82
2702,2016-08-01,RN5,9085,1311,0.86
2705,2016-08-01,R1F,4097,765,0.81
2709,2016-08-01,RWF,12150,1789,0.85
2711,2016-08-01,RPA,9422,1744,0.81
2712,2016-08-01,RVJ,7273,1545,0.79
2713,2016-08-01,RBZ,4328,484,0.89
2717,2016-08-01,RTH,10576,1649,0.84
2720,2016-08-01,RK9,8180,1073,0.87
2722,2016-08-01,RD3,5734,344,0.94
2723,2016-08-01,RHU,9442,2246,0.76
2727,2016-08-01,RHW,8777,566,0.94
2729,2016-08-01,REF,6781,1053,0.84
2731,2016-08-01,RH8,8665,950,0.89
2732,2016-08-01,RA2,5582,487,0.91
2733,2016-08-01,RD1,6108,1417,0.77
2735,2016-08-01,RNZ,4010,278,0.93
2742,2016-08-01,RTP,7930,319,0.96
2744,2016-08-01,RBA,5562,599,0.89
2746,2016-08-01,RDZ,6967,238,0.97
2748,2016-08-01,RA9,6587,759,0.88
2750,2016-08-01,RHM,8093,518,0.94
2752,2016-08-01,RA7,8378,1004,0.88
2754,2016-08-01,RYR,12234,764,0.94
2756,2016-08-01,RA3,4906,855,0.83
2761,2016-08-01,RA4,3810,225,0.94
2762,2016-07-01,RF4,20878,3623,0.83
2765,2016-07-01,R1H,29016,4273,0.85
2770,2016-07-01,RQM,16761,1178,0.93
2772,2016-07-01,RJ6,6008,531,0.91
2776,2016-07-01,RVR,13188,809,0.94
2778,2016-07-01,RJ1,12777,1517,0.88
2782,2016-07-01,RQX,10751,490,0.95
2784,2016-07-01,RYJ,9693,1925,0.8
2787,2016-07-01,RJZ,17404,3805,0.78
2790,2016-07-01,RAX,8832,612,0.93
2792,2016-07-01,RJ2,17635,3245,0.82
2794,2016-07-01,R1K,11477,2544,0.78
2798,2016-07-01,RAP,13445,1470,0.89
2803,2016-07-01,RAL,19112,1961,0.9
2806,2016-07-01,RJ7,13302,829,0.94
2809,2016-07-01,RAS,5359,1872,0.65
2814,2016-07-01,RKE,8277,998,0.88
2815,2016-07-01,RRV,12121,1227,0.9
2819,2016-07-01,RDD,11719,1832,0.84
2820,2016-07-01,RC1,6446,672,0.9
2823,2016-07-01,RQ3,4832,257,0.95
2824,2016-07-01,RJF,5756,873,0.85
2826,2016-07-01,RGT,10081,2288,0.77
2828,2016-07-01,RFS,7301,881,0.88
2830,2016-07-01,RDE,7660,924,0.88
2833,2016-07-01,RTG,12240,2251,0.82
2837,2016-07-01,RWH,9286,2231,0.76
2841,2016-07-01,RLT,6820,740,0.89
2845,2016-07-01,RR1,19568,2461,0.87
2848,2016-07-01,RQQ,4274,811,0.81
2849,2016-07-01,RGQ,7986,679,0.91
2851,2016-07-01,RGP,7062,650,0.91
2852,2016-07-01,RNQ,7788,1086,0.86
2856,2016-07-01,RC9,8984,111,0.99
2861,2016-07-01,RQ8,8126,1936,0.76
2863,2016-07-01,RD8,7815,546,0.93
2865,2016-07-01,RM1,10303,1080,0.9
2868,2016-07-01,RGN,8819,2422,0.73
2870,2016-07-01,RNS,9296,904,0.9
2874,2016-07-01,RX1,15291,4762,0.69
2881,2016-07-01,RXK,14488,2128,0.85
2884,2016-07-01,RK5,9563,670,0.93
2886,2016-07-01,RXW,10919,1673,0.85
2892,2016-07-01,RJC,5701,300,0.95
2894,2016-07-01,RAJ,9007,1286,0.86
2896,2016-07-01,RNA,8947,596,0.93
2898,2016-07-01,RQW,8919,2477,0.72
2900,2016-07-01,RCX,5806,480,0.92
2901,2016-07-01,RL4,11561,1845,0.84
2903,2016-07-01,RWD,14680,3148,0.79
2904,2016-07-01,RRK,9842,1333,0.86
2905,2016-07-01,RKB,11961,2778,0.77
2908,2016-07-01,RWE,12275,4450,0.64
2911,2016-07-01,RJE,15596,4317,0.72
2914,2016-07-01,RBK,6629,1518,0.77
2917,2016-07-01,RWG,8223,2081,0.75
2919,2016-07-01,RGR,5996,861,0.86
2921,2016-07-01,RWP,11004,2465,0.78
2924,2016-07-01,RLQ,4891,888,0.82
2926,2016-07-01,REM,7374,2026,0.73
2928,2016-07-01,RCF,5124,496,0.9
2929,2016-07-01,RBS,4869,210,0.96
2930,2016-07-01,RFF,7335,630,0.91
2931,2016-07-01,RXL,8166,2443,0.7
2933,2016-07-01,RMC,9951,1798,0.82
2934,2016-07-01,RAE,11926,1212,0.9
2937,2016-07-01,RWY,13307,749,0.94
2939,2016-07-01,RW3,12605,1955,0.84
2942,2016-07-01,RLN,7533,611,0.92
2945,2016-07-01,RJR,6159,619,0.9
2947,2016-07-01,RXP,11688,1228,0.89
2950,2016-07-01,RP5,12047,1072,0.91
2952,2016-07-01,RJN,4298,957,0.78
2954,2016-07-01,RXR,9702,2220,0.77
2957,2016-07-01,RR7,7635,264,0.97
2959,2016-07-01,RCD,4312,220,0.95
2961,2016-07-01,RWA,11987,2336,0.81
2964,2016-07-01,RXN,8079,1282,0.84
2967,2016-07-01,RR8,18514,2742,0.85
2973,2016-07-01,RBT,5520,856,0.84
2975,2016-07-01,RXF,21039,2977,0.86
2976,2016-07-01,RNL,8156,701,0.91
